Dataset,Sample,Prediction
atcosim_corpus,atcosim_corpus/sample_293.wav,sabena eight zero six good afternoon squawk two seven four one
atcosim_corpus,atcosim_corpus/sample_294.wav,delta
atcosim_corpus,atcosim_corpus/sample_295.wav,delta mike echo climb flight level three four zero
atcosim_corpus,atcosim_corpus/sample_296.wav,speed bird two eight three nine roger squawk five seven four four
atcosim_corpus,atcosim_corpus/sample_297.wav,affirm
atcosim_corpus,atcosim_corpus/sample_298.wav,air france six eight zero descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_299.wav,lufthansa three five five zero descend flight level two five zero
atcosim_corpus,atcosim_corpus/sample_300.wav,roger rate two thousand at least
atcosim_corpus,atcosim_corpus/sample_301.wav,sabena eight zero six turn right one five degrees
atcosim_corpus,atcosim_corpus/sample_302.wav,yeah right turn one five degrees
atcosim_corpus,atcosim_corpus/sample_303.wav,merair six nine four four good afternoon maintain three three zero trasadingen and then canne
atcosim_corpus,atcosim_corpus/sample_304.wav,aviva one zero six one
atcosim_corpus,atcosim_corpus/sample_305.wav,roger what is your position
atcosim_corpus,atcosim_corpus/sample_306.wav,ifo two two bravo contact reims one three four four bye
atcosim_corpus,atcosim_corpus/sample_307.wav,alitalia three two four contact reims one three four four bye
atcosim_corpus,atcosim_corpus/sample_308.wav,lufthansa four six six five descend flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_309.wav,sata nine six zero one direct st prex
atcosim_corpus,atcosim_corpus/sample_310.wav,lufthansa three five five zero further contact milan on one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_311.wav,sabena eight zero six your heading
atcosim_corpus,atcosim_corpus/sample_312.wav,roger
atcosim_corpus,atcosim_corpus/sample_313.wav,golf juliett india contact milan on one three four five two bye
atcosim_corpus,atcosim_corpus/sample_314.wav,lufthansa four six six five contact milan one three four five two bye bye
atcosim_corpus,atcosim_corpus/sample_315.wav,crossair five one eight contact rhein control on one three two decimal four bye
atcosim_corpus,atcosim_corpus/sample_316.wav,delta foxtrot sierra further climb geneva one three three one five bye
atcosim_corpus,atcosim_corpus/sample_317.wav,lufthansa five five zero four milan one three four five two bye bye
atcosim_corpus,atcosim_corpus/sample_318.wav,sabena eight zero six climb flight level three four zero
atcosim_corpus,atcosim_corpus/sample_319.wav,speed bird two eight three nine radar contact flight planned route and confirm your requested level
atcosim_corpus,atcosim_corpus/sample_320.wav,call you
atcosim_corpus,atcosim_corpus/sample_321.wav,delta mike echo further climb clearance contact radar one three three point four bye bye
atcosim_corpus,atcosim_corpus/sample_322.wav,sata nine six zero one contact geneva one three three one five bye
atcosim_corpus,atcosim_corpus/sample_323.wav,israeli four four two turn right heading of one nine zero descend to flight level two seven zero
atcosim_corpus,atcosim_corpus/sample_324.wav,roger israeli four four two amendment to a flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_325.wav,air france six eight zero contact milan on one three four five two bye bye
atcosim_corpus,atcosim_corpus/sample_326.wav,lufthansa four two two three good afternoon radar contact trasadingen zurich east fusse
atcosim_corpus,atcosim_corpus/sample_327.wav,aerovic one zero six one
atcosim_corpus,atcosim_corpus/sample_328.wav,roger radar contact
atcosim_corpus,atcosim_corpus/sample_329.wav,israeli four four two your rate of descent
atcosim_corpus,atcosim_corpus/sample_330.wav,roger israeli four four two continue right turn heading of two hundred
atcosim_corpus,atcosim_corpus/sample_331.wav,sabena eight zero six climb flight level three six zero
atcosim_corpus,atcosim_corpus/sample_332.wav,speed bird two eight three nine three four zero final level requested occupied
atcosim_corpus,atcosim_corpus/sample_333.wav,sabena eight zero six i turn now left heading of three four zero
atcosim_corpus,atcosim_corpus/sample_334.wav,roger your rate of climb at least two thousand
atcosim_corpus,atcosim_corpus/sample_335.wav,air france six four seven contact reims one three four four bye
atcosim_corpus,atcosim_corpus/sample_336.wav,israeli four four two own navigation direct canne
atcosim_corpus,atcosim_corpus/sample_337.wav,aerovic one zero six one descend flight level two five zero
atcosim_corpus,atcosim_corpus/sample_338.wav,that s correct direct fribourg
atcosim_corpus,atcosim_corpus/sample_339.wav,sabena eight zero six resume own navig  continue present heading and contact radar on a frequency one three three decimal four state your heading to radar bye bye
atcosim_corpus,atcosim_corpus/sample_340.wav,alitalia one three five good afternoon radar contact maintain flight level three one zero continue heading
atcosim_corpus,atcosim_corpus/sample_341.wav,air france two four two six good afternoon maintain three three zero trasadingen zurich east fusse radar contact
atcosim_corpus,atcosim_corpus/sample_342.wav,aerovic one zero six one contact geneva on contact milan one three four five two bye bye
atcosim_corpus,atcosim_corpus/sample_343.wav,alitalia two nine one descend flight level two five zero
atcosim_corpus,atcosim_corpus/sample_344.wav,alitalia one three five slightly left by ten degrees
atcosim_corpus,atcosim_corpus/sample_345.wav,sunwing five two one two good afternoon radar contact maintain three three zero for the time trasadingen st prex
atcosim_corpus,atcosim_corpus/sample_346.wav,speed bird two eight three nine turn left inbound hochwald morok
atcosim_corpus,atcosim_corpus/sample_347.wav,sunwing five two one two climb flight level three four zero
atcosim_corpus,atcosim_corpus/sample_348.wav,tun air four six nine four good afternoon squawk two seven five six
atcosim_corpus,atcosim_corpus/sample_349.wav,israeli four four two contact milan one three four five two bye
atcosim_corpus,atcosim_corpus/sample_350.wav,algerie two zero seven three good afternoon radar contact maintain flight level two nine zero trasadingen st prex two eight zero cruising level
atcosim_corpus,atcosim_corpus/sample_351.wav,tunis air four six nine four radar contact
atcosim_corpus,atcosim_corpus/sample_352.wav,balkan four five zero nine good afternoon squawk five seven zero seven
atcosim_corpus,atcosim_corpus/sample_353.wav,merair six nine five two contact milan one three four five two bye
atcosim_corpus,atcosim_corpus/sample_354.wav,alitalia two nine one contact milan one three four five two bye bye
atcosim_corpus,atcosim_corpus/sample_355.wav,good afternoon air portugal five six seven radar contact squawk two seven five four
atcosim_corpus,atcosim_corpus/sample_356.wav,air portugal five six seven climb flight level three four zero
atcosim_corpus,atcosim_corpus/sample_357.wav,thank you very much indeed
atcosim_corpus,atcosim_corpus/sample_358.wav,thank you you too
atcosim_corpus,atcosim_corpus/sample_359.wav,iberia three five three zero good morning radar contact proceed inbound zurich east fusse
atcosim_corpus,atcosim_corpus/sample_360.wav,tarom seven five three three contact reims on one three four decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_361.wav,klm three four six continue climb flight level three three zero
atcosim_corpus,atcosim_corpus/sample_362.wav,go ahead
atcosim_corpus,atcosim_corpus/sample_363.wav,german air force four one four roger you are now recleared flight level three two zero
atcosim_corpus,atcosim_corpus/sample_364.wav,that s correct german air force four one four and fly heading of two one zero
atcosim_corpus,atcosim_corpus/sample_365.wav,air berlin five two five five contact rhein control on one two zero decimal nine two bye bye
atcosim_corpus,atcosim_corpus/sample_366.wav,klm three four six recleared flight level three four zero final level
atcosim_corpus,atcosim_corpus/sample_367.wav,french line nine one six five good morning radar contact maintain flight level three three zero trasadingen zurich east fusse
atcosim_corpus,atcosim_corpus/sample_368.wav,balkan four three one proceed trasadingen hochwald morok
atcosim_corpus,atcosim_corpus/sample_369.wav,alitalia six four seven four own navigation trasadingen karlsruhe
atcosim_corpus,atcosim_corpus/sample_370.wav,klm three four six heading of three five zero
atcosim_corpus,atcosim_corpus/sample_371.wav,lufthansa five three zero five heading three five zero
atcosim_corpus,atcosim_corpus/sample_372.wav,german air force four one four climb flight level three four zero
atcosim_corpus,atcosim_corpus/sample_373.wav,that s correct german air force four one four further climb clearance contact radar one three three decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_374.wav,frequency one three four decimal four correction one three three decimal four
atcosim_corpus,atcosim_corpus/sample_375.wav,hamburg air two five zero two contact geneva one three three one five bye
atcosim_corpus,atcosim_corpus/sample_376.wav,air france one five zero nine good afternoon squawk two seven seven six
atcosim_corpus,atcosim_corpus/sample_377.wav,iberia three five three zero descend flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_378.wav,alitalia one five eight radar contact flight planned route
atcosim_corpus,atcosim_corpus/sample_379.wav,yeah follow flight planned route radar contact
atcosim_corpus,atcosim_corpus/sample_380.wav,air france one five zero nine radar contact climb flight level three four zero proceed via trasadingen hochwald and morok
atcosim_corpus,atcosim_corpus/sample_381.wav,lufthansa four seven zero three good morning radar contact maintain flight level three four zero proceed zurich east fusse
atcosim_corpus,atcosim_corpus/sample_382.wav,lufthansa four three nine zero contact milan one three four five two bye
atcosim_corpus,atcosim_corpus/sample_383.wav,lufthansa four four zero eight good morning radar contact proceed on heading of two one zero call you back with climb
atcosim_corpus,atcosim_corpus/sample_384.wav,good afternoon bama one five radar contact maintain level three three zero proceed zurich east resia
atcosim_corpus,atcosim_corpus/sample_385.wav,air france one five zero nine contact radar on one three three four bye bye
atcosim_corpus,atcosim_corpus/sample_386.wav,lufthansa five three zero five heading zero one zero
atcosim_corpus,atcosim_corpus/sample_387.wav,condor triple six good morning i ll call you back with climb clearance
atcosim_corpus,atcosim_corpus/sample_388.wav,condor six correction air france six eight nine good morning squawk five seven two one
atcosim_corpus,atcosim_corpus/sample_389.wav,condor triple six climb flight level two nine zero final level
atcosim_corpus,atcosim_corpus/sample_390.wav,balkan four three one contact reims on one three four four bye
atcosim_corpus,atcosim_corpus/sample_391.wav,and condor triple six now you are recleared three three zero as cruising level
atcosim_corpus,atcosim_corpus/sample_392.wav,lufthansa four four zero eight climb flight level three one zero initially
atcosim_corpus,atcosim_corpus/sample_393.wav,lufthansa four seven zero three descend flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_394.wav,lufthansa five three zero five own navigation tango
atcosim_corpus,atcosim_corpus/sample_395.wav,klm three four six direct karlsruhe
atcosim_corpus,atcosim_corpus/sample_396.wav,good afternoon japanair four one nine radar contact descend flight level two five zero
atcosim_corpus,atcosim_corpus/sample_397.wav,air france six eight nine radar contact proceed via albix hochwald morok
atcosim_corpus,atcosim_corpus/sample_398.wav,good afternoon speed way three three five two radar contact proceed zurich east fusse
